Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,0.5107846667676077,0.5119143128395081,0.5082748570799417,0.5119143128395081,204800,0.0,0.0
1996-01-02 00:00:00+05:30,0.5107848388846415,0.5132953388106757,0.5098441243171692,0.5098441243171692,204800,0.0,0.0
1996-01-03 00:00:00+05:30,0.51329505443573,0.51329505443573,0.51329505443573,0.51329505443573,102400,0.0,0.0
1996-01-04 00:00:00+05:30,0.5082749636776018,0.5107847738916362,0.5082749636776018,0.5099064111709595,307200,0.0,0.0
1996-01-05 00:00:00+05:30,0.5038824677467346,0.5038824677467346,0.5038824677467346,0.5038824677467346,51200,0.0,0.0
1996-01-08 00:00:00+05:30,0.5038822823337009,0.5082748610418257,0.5045100890316133,0.5070199370384216,358400,0.0,0.0
1996-01-09 00:00:00+05:30,0.5070198605054373,0.5020001652495274,0.49572493338646934,0.5013723969459534,870400,0.0,0.0
1996-01-10 00:00:00+05:30,0.5013725826378469,0.4982349655442478,0.4957251169867275,0.49698004126548767,358400,0.0,0.0
1996-01-11 00:00:00+05:30,0.5007448343967664,0.508275032043457,0.49698009941954346,0.508275032043457,819200,0.0,0.0
1996-01-12 00:00:00+05:30,0.5057650974204495,0.5057650974204495,0.5020003247820958,0.505451500415802,358400,0.0,0.0
1996-01-15 00:00:00+05:30,0.49886263325595814,0.504510097765677,0.49886263325595814,0.49980396032333374,307200,0.0,0.0
1996-01-16 00:00:00+05:30,0.4998039827832372,0.5020002722740173,0.4580748654542276,0.5020002722740173,358400,0.0,0.0
1996-01-17 00:00:00+05:30,0.5020002791700173,0.5032552032687787,0.49572504588290106,0.49723121523857117,768000,0.0,0.0
1996-01-18 00:00:00+05:30,0.49723123641566935,0.49886268377304077,0.49447014284364277,0.49886268377304077,204800,0.0,0.0
1996-01-19 00:00:00+05:30,0.4957250046383112,0.4957250046383112,0.493528715300093,0.4938422739505768,512000,0.0,0.0
1996-01-22 00:00:00+05:30,0.4957250669958514,0.49886268377304077,0.4957250669958514,0.49886268377304077,204800,0.0,0.0
1996-01-23 00:00:00+05:30,0.4932152600111093,0.5020003426058857,0.4932152600111093,0.4972935914993286,665600,0.0,0.0
1996-01-24 00:00:00+05:30,0.49729347944528024,0.49509719014167786,0.48380226157728023,0.49509719014167786,409600,0.0,0.0
1996-01-25 00:00:00+05:30,0.4954116640767315,0.4954116640767315,0.493215411901474,0.493215411901474,102400,0.0,0.0
1996-01-26 00:00:00+05:30,0.493215411901474,0.493215411901474,0.493215411901474,0.493215411901474,0,0.0,0.0
1996-01-29 00:00:00+05:30,0.4919601793765287,0.4919601793765287,0.49039104580879206,0.4903910458087921,102400,0.0,0.0
