Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-08-12 00:00:00+05:30,28.287971488638224,29.219339035008446,28.287971488638224,29.000194549560547,212976,0.0,0.0
2002-08-13 00:00:00+05:30,29.03673099450294,29.5024149734278,28.39755767072457,28.60757064819336,153576,0.0,0.0
2002-08-14 00:00:00+05:30,28.67146924870266,28.67146924870266,26.096514526387576,26.6352481842041,822776,0.0,0.0
2002-08-15 00:00:00+05:30,26.635248184204098,26.635248184204098,26.635248184204098,26.6352481842041,0,0.0,0.0
2002-08-16 00:00:00+05:30,26.498289512401954,27.7583724084179,26.11478456844579,26.57133674621582,811856,0.0,0.0
2002-08-19 00:00:00+05:30,26.79048899740379,26.79048899740379,25.667371429269178,25.913908004760742,205880,0.0,0.0
2002-08-20 00:00:00+05:30,26.096514526387576,28.28796440526931,25.923025301623966,26.6352481842041,3773624,0.0,0.0
2002-08-21 00:00:00+05:30,28.105353856414748,28.634956109359763,26.680913143671418,27.940996170043945,3011064,0.0,0.0
2002-08-22 00:00:00+05:30,28.86322694041959,30.36984900723779,28.71712969783775,29.146289825439453,6732480,0.0,0.0
2002-08-23 00:00:00+05:30,29.401957927225137,31.86733949255147,29.045847813992626,30.89944839477539,4841672,0.0,0.0
2002-08-26 00:00:00+05:30,31.392525468334256,31.593409533756223,30.543339563703633,30.789878845214844,2576912,0.0,0.0
2002-08-27 00:00:00+05:30,31.045554958651834,32.3239013393022,29.767208578001465,30.022876739501953,3694224,0.0,0.0
2002-08-28 00:00:00+05:30,29.931551523231175,30.38810357688981,29.429344264206676,30.050256729125977,1674960,0.0,0.0
2002-08-29 00:00:00+05:30,29.86763590766252,30.58898759512865,29.767193898543105,30.050256729125977,1236544,0.0,0.0
2002-08-30 00:00:00+05:30,30.141591774738604,32.963085215055834,30.132460168887604,32.17781448364258,3762384,0.0,0.0
2002-09-02 00:00:00+05:30,32.68913637654165,33.58397754261092,32.17779737311347,32.50651550292969,2389568,0.0,0.0
2002-09-03 00:00:00+05:30,32.68912655864061,32.826092172713125,30.6802975522437,30.98162078857422,986784,0.0,0.0
2002-09-04 00:00:00+05:30,30.588987119021013,31.95864325867867,30.232877080024533,31.657320022583008,1449856,0.0,0.0
2002-09-05 00:00:00+05:30,32.62522690208735,32.771324198351934,31.045557026822788,31.465585708618164,1061360,0.0,0.0
2002-09-06 00:00:00+05:30,31.593407890164677,31.593407890164677,29.958951796514132,30.296798706054688,907472,0.0,0.0
2002-09-09 00:00:00+05:30,28.854104544370227,31.182521208552004,28.854104544370227,29.9041748046875,880848,0.0,0.0
2002-09-10 00:00:00+05:30,29.9041748046875,29.9041748046875,29.9041748046875,29.9041748046875,0,0.0,0.0
2002-09-11 00:00:00+05:30,30.06852666731878,31.191646747152213,30.06852666731878,30.662044525146484,635936,0.0,0.0
2002-09-12 00:00:00+05:30,31.036424359270477,31.575155508363,30.607266875263303,30.817279815673828,781968,0.0,0.0
2002-09-13 00:00:00+05:30,29.73981728798305,30.844671600626114,29.68503045586317,29.940698623657227,338264,0.0,0.0
2002-09-16 00:00:00+05:30,30.22375917212218,30.388116868700568,29.12803376406941,29.35630989074707,288592,0.0,0.0
2002-09-17 00:00:00+05:30,29.885910032803743,30.406380727452753,29.785470764164348,30.214628219604492,462952,0.0,0.0
2002-09-18 00:00:00+05:30,30.04114178202666,30.132452243370206,29.036726707247652,29.283266067504883,315432,0.0,0.0
2002-09-19 00:00:00+05:30,29.036720275878906,30.00461150905624,28.67147851140244,29.036720275878906,490848,0.0,0.0
2002-09-20 00:00:00+05:30,27.99578932161631,28.981941235866106,27.87708404434366,28.561912536621094,501072,0.0,0.0
2002-09-23 00:00:00+05:30,28.762789284310692,28.835836523419204,27.959258507822863,28.077960968017578,248504,0.0,0.0
2002-09-24 00:00:00+05:30,27.977525979161975,27.977525979161975,26.827013560360154,27.128339767456055,267912,0.0,0.0
2002-09-25 00:00:00+05:30,26.49829761145831,27.575759965686583,26.297413477211045,27.33835220336914,379544,0.0,0.0
2002-09-26 00:00:00+05:30,27.904480890938952,28.205804334885602,27.575762633358856,27.767515182495117,178136,0.0,0.0
2002-09-27 00:00:00+05:30,27.676189369716738,28.488851565389215,27.676189369716738,28.1053466796875,206288,0.0,0.0
2002-09-30 00:00:00+05:30,27.676205464018683,28.10536302355369,26.498300896633893,27.082687377929688,202232,0.0,0.0
2002-10-01 00:00:00+05:30,27.2105204523284,27.575762337594554,26.388726210479557,26.85441017150879,240192,0.0,0.0
2002-10-02 00:00:00+05:30,26.85441017150879,26.85441017150879,26.85441017150879,26.85441017150879,0,0.0,0.0
2002-10-03 00:00:00+05:30,27.210504860277997,29.036713240162424,27.210504860277997,27.575746536254883,673264,0.0,0.0
2002-10-04 00:00:00+05:30,27.940992735982682,28.023171569067973,27.119198831983194,27.40226173400879,258296,0.0,0.0
2002-10-07 00:00:00+05:30,27.584893652717657,27.758382989084552,27.046162434915438,27.283567428588867,110976,0.0,0.0
2002-10-08 00:00:00+05:30,27.365733320489234,28.287966310714427,27.210504495650024,28.02316665649414,227352,0.0,0.0
2002-10-09 00:00:00+05:30,28.123611570110487,28.571032105956718,27.073541657590127,27.310949325561523,277040,0.0,0.0
2002-10-10 00:00:00+05:30,28.123622746461812,28.123622746461812,26.76309739818483,27.33835220336914,173224,0.0,0.0
2002-10-11 00:00:00+05:30,28.105354445589178,28.443204213801533,27.840554706852476,27.913604736328125,192536,0.0,0.0
2002-10-14 00:00:00+05:30,28.434068936338882,28.48885575472032,27.44791735176636,27.712717056274414,152744,0.0,0.0
2002-10-15 00:00:00+05:30,27.712717056274414,27.712717056274414,27.712717056274414,27.712717056274414,0,0.0,0.0
2002-10-16 00:00:00+05:30,31.246444734283433,31.246444734283433,27.59402584244782,27.767515182495117,247760,0.0,0.0
2002-10-17 00:00:00+05:30,27.941004522542414,27.941004522542414,27.41140489785604,27.767515182495117,144512,0.0,0.0
2002-10-18 00:00:00+05:30,28.30623915421982,29.16455681642012,27.968389378717372,28.35189437866211,512312,0.0,0.0
2002-10-21 00:00:00+05:30,29.018465915399045,29.75808127115078,28.67148724804607,28.790189743041992,646296,0.0,0.0
2002-10-22 00:00:00+05:30,29.036722568698444,29.036722568698444,27.575755395430598,27.749244689941406,229384,0.0,0.0
2002-10-23 00:00:00+05:30,27.940989218467525,28.26970729599938,27.411389883857776,27.621402740478516,153320,0.0,0.0
2002-10-24 00:00:00+05:30,27.92274190930061,28.014052383544986,26.95485311156984,27.137474060058594,168744,0.0,0.0
2002-10-25 00:00:00+05:30,26.662647968578742,27.091808142976333,26.49829029436071,26.580469131469727,172296,0.0,0.0
2002-10-28 00:00:00+05:30,26.38871595209634,26.66264725955755,25.968687390007815,26.18783187866211,134504,0.0,0.0
2002-10-29 00:00:00+05:30,26.114785748765108,26.626124768293383,25.968688487960815,26.416109085083008,143024,0.0,0.0
2002-10-30 00:00:00+05:30,26.662654613226536,27.34748307075804,26.480033691218136,26.86353874206543,164320,0.0,0.0
2002-10-31 00:00:00+05:30,27.027899226213904,27.393141107649228,26.881801916324893,27.283567428588867,118928,0.0,0.0
2002-11-01 00:00:00+05:30,27.411402537334975,27.86795485949862,26.854408146980482,27.000505447387695,108792,0.0,0.0
2002-11-04 00:00:00+05:30,27.39313994230651,27.39313994230651,26.991374447134206,27.201387405395508,56560,0.0,0.0
2002-11-05 00:00:00+05:30,26.94570520513531,27.26529167164623,26.73568956948443,26.909181594848633,70288,0.0,0.0
2002-11-06 00:00:00+05:30,26.909181594848633,26.909181594848633,26.909181594848633,26.909181594848633,0,0.0,0.0
2002-11-07 00:00:00+05:30,27.39313937593459,28.85410680931777,27.39313937593459,27.7401180267334,204880,0.0,0.0
2002-11-08 00:00:00+05:30,27.210515046239497,27.56662525630839,27.046157345153514,27.25617027282715,77664,0.0,0.0
2002-11-11 00:00:00+05:30,27.39314059821927,27.39314059821927,26.79049094774357,26.845277786254883,66568,0.0,0.0
2002-11-12 00:00:00+05:30,26.66265406987792,27.39313774302526,26.66265406987792,26.982240676879883,106864,0.0,0.0
2002-11-13 00:00:00+05:30,27.119199492418726,27.192246726590508,26.60786049349616,26.753957748413086,106264,0.0,0.0
2002-11-14 00:00:00+05:30,27.17399230585488,27.68533141757769,26.763095253205588,27.119205474853516,211856,0.0,0.0
2002-11-15 00:00:00+05:30,27.721847872154974,27.87707393550492,27.393129757747356,27.703584671020508,154144,0.0,0.0
2002-11-18 00:00:00+05:30,27.940995245928868,28.29710541233678,27.639671902023757,27.986650466918945,217672,0.0,0.0
2002-11-19 00:00:00+05:30,27.986650466918945,27.986650466918945,27.986650466918945,27.986650466918945,0,0.0,0.0
2002-11-20 00:00:00+05:30,27.94100026179956,29.128036220634183,27.94100026179956,28.908891677856445,406128,0.0,0.0
2002-11-21 00:00:00+05:30,29.447615146636963,32.670872372089136,29.447615146636963,31.410789489746094,2664024,0.0,0.0
2002-11-22 00:00:00+05:30,30.232895007697515,32.999600935793886,30.232895007697515,30.926855087280273,1184016,0.0,0.0
2002-11-25 00:00:00+05:30,31.228192162533674,31.556910532085954,30.497708135339902,30.872081756591797,428920,0.0,0.0
2002-11-26 00:00:00+05:30,31.136864247400307,31.739513790148635,30.515954286128615,30.689443588256836,367496,0.0,0.0
2002-11-27 00:00:00+05:30,31.2281715485825,31.2281715485825,29.867646503342016,30.041135787963867,301128,0.0,0.0
2002-11-28 00:00:00+05:30,30.333327543850697,31.94038896647131,30.324195943059443,31.264692306518555,447680,0.0,0.0
2002-11-29 00:00:00+05:30,31.264692306518555,31.264692306518555,31.264692306518555,31.264692306518555,0,0.0,0.0
2002-12-02 00:00:00+05:30,32.78046159989548,35.79370737370203,32.48826695568438,34.61580276489258,1388680,0.0,0.0
2002-12-03 00:00:00+05:30,35.428452609504276,38.29560002110304,34.168369584929714,36.597225189208984,4082608,0.0,0.0
2002-12-04 00:00:00+05:30,35.95805500817433,37.391630224195495,34.889724387998776,35.3736686706543,2594928,0.0,0.0
2002-12-05 00:00:00+05:30,35.1545203969129,37.33683941748447,35.1545203969129,36.26850891113281,1720264,0.0,0.0
2002-12-06 00:00:00+05:30,36.88942147402745,37.747739139128186,36.25937993190956,37.2181396484375,1139968,0.0,0.0
2002-12-09 00:00:00+05:30,37.07203949603838,37.78425982985501,35.081472972703175,35.42845153808594,975768,0.0,0.0
2002-12-10 00:00:00+05:30,34.78928003157712,36.88942029595054,34.533611896630696,36.24111557006836,837808,0.0,0.0
2002-12-11 00:00:00+05:30,37.25465244363482,39.43697098779786,37.07203159832289,37.948612213134766,3286400,0.0,0.0
2002-12-12 00:00:00+05:30,37.98514005164827,39.44610697671166,37.98514005164827,38.259071350097656,2568024,0.0,0.0
2002-12-13 00:00:00+05:30,38.71561847094679,39.20869418661125,38.18601914422809,38.4142951965332,1112288,0.0,0.0
2002-12-16 00:00:00+05:30,38.89826520912007,39.20872028962439,36.542455895592,36.761600494384766,1231456,0.0,0.0
2002-12-17 00:00:00+05:30,37.45554454333482,37.45554454333482,35.72064613976241,36.08588790893555,855656,0.0,0.0
2002-12-18 00:00:00+05:30,36.48765051437959,37.05377354146913,35.50149614089329,35.7480354309082,618096,0.0,0.0
2002-12-19 00:00:00+05:30,36.469395474595125,39.72004825708767,36.06763002655087,38.77042007446289,3770256,0.0,0.0
2002-12-20 00:00:00+05:30,39.263474105788994,40.140054550116446,38.35037005681716,39.08998489379883,2952072,0.0,0.0
2002-12-23 00:00:00+05:30,39.26350473066814,39.27263633559484,37.43729520831148,37.70209503173828,1277744,0.0,0.0
2002-12-24 00:00:00+05:30,37.80252099050732,39.44610885965981,37.66555533474461,39.254356384277344,1729840,0.0,0.0
2002-12-25 00:00:00+05:30,39.254356384277344,39.254356384277344,39.254356384277344,39.254356384277344,0,0.0,0.0
2002-12-26 00:00:00+05:30,39.555710952728234,40.870581636568765,38.89827421752027,40.36837387084961,2894448,0.0,0.0
2002-12-27 00:00:00+05:30,40.65140163202255,40.81575927959306,39.290874093444394,39.45523452758789,956984,0.0,0.0
2002-12-30 00:00:00+05:30,39.4461073067971,42.167157112868146,38.54213457166433,41.74713134765625,4253744,0.0,0.0
2002-12-31 00:00:00+05:30,42.021058296156625,44.623405383669734,40.90707000722357,43.91118240356445,9998480,0.0,0.0
2003-01-01 00:00:00+05:30,43.819887035026326,45.27172272009167,43.819887035026326,44.62342071533203,6027072,0.0,0.0
2003-01-02 00:00:00+05:30,44.94301987665919,45.96569559222904,42.3041447456874,42.58720779418945,5325328,0.0,0.0
2003-01-03 00:00:00+05:30,43.82901028993767,44.596017412696895,42.73328503268923,43.10765838623047,4198040,0.0,0.0
2003-01-06 00:00:00+05:30,43.77422254682994,43.96597502012022,41.54624846138047,41.82931137084961,4121520,0.0,0.0
2003-01-07 00:00:00+05:30,42.36804159772466,42.73328333563608,40.95272986331791,41.34536361694336,2650800,0.0,0.0
2003-01-08 00:00:00+05:30,41.89323999662139,43.20811291463844,41.58278497464623,42.824607849121094,2648456,0.0,0.0
2003-01-09 00:00:00+05:30,43.09853543334993,43.93859274710414,42.696769982387735,43.244632720947266,2630400,0.0,0.0
2003-01-10 00:00:00+05:30,43.829011508476455,43.829011508476455,40.36834636543437,40.596622467041016,1702816,0.0,0.0
2003-01-13 00:00:00+05:30,41.071434403753905,41.454939362707904,39.628730580209755,41.00751876831055,2421496,0.0,0.0
2003-01-14 00:00:00+05:30,41.436687942434816,42.824608126406474,41.272330219905605,41.55539321899414,2239360,0.0,0.0
2003-01-15 00:00:00+05:30,41.893239475378564,42.824607316290034,41.655834499899434,42.38631820678711,2759760,0.0,0.0
2003-01-16 00:00:00+05:30,42.70590009035901,43.975114832942964,42.021071691133066,42.98896026611328,2842656,0.0,0.0
2003-01-17 00:00:00+05:30,42.45938458274806,43.09855811410125,41.83847426692085,42.021095275878906,1284144,0.0,0.0
2003-01-20 00:00:00+05:30,41.82018695321816,41.98454465194188,40.377482928413535,40.67880630493164,928872,0.0,0.0
